event_ts,part_id,machine_id,cycle_time_sec,scrap_flag,scrap_reason,energy_kwh,operator_id
2025-01-18 18:27:00,P000019,M006,60.38,,,4.349,O005
2025-01-10 11:57:00,P000020,M009,23.41,True,Surface,0.902,O006
2025-02-04 05:33:00,P000020,M011,22.66,False,,0.954,O004
2025-01-11 21:37:00,P000020,M010,22.79,False,,0.965,O004
2025-01-26 13:29:00,P000020,M006,25.56,False,,0.984,O001
2025-01-25 14:16:00,P000020,M013,29.2,False,,1.056,O002
2025-01-31 22:26:00,P000020,M009,23.08,False,,0.875,O009
2025-02-09 04:32:00,P000020,M007,27.12,False,,1.094,O004
2025-02-02 07:18:00,P000020,M001,26.66,False,,1.096,O002
2025-01-22 08:32:00,P000020,M003,28.09,False,,1.202,O003
2025-01-28 12:22:00,P000020,M019,27.76,False,,1.002,O001
2025-01-28 06:19:00,P000020,M001,27.14,False,,1.037,O005
2025-01-24 04:18:00,P000020,M008,28.06,False,,1.192,O002
2025-02-09 06:12:00,P000021,M020,12.81,False,,0.416,O007
2025-01-25 04:13:00,P000021,M016,12.03,False,,0.353,O003
2025-01-23 06:23:00,P000021,M020,14.36,False,,0.441,O003
2025-01-12 07:49:00,P000021,M017,12.24,True,,0.334,O007
2025-01-16 16:09:00,P000021,M017,12.88,False,,0.376,O009
2025-02-05 04:55:00,P000021,M001,11.38,False,,0.354,O010
2025-02-08 14:12:00,P000021,M008,11.92,False,,0.354,O002
2025-01-12 05:43:00,P000022,M005,52.83,False,,3.702,O006
2025-01-15 02:35:00,P000022,M013,59.34,True,,4.345,O008
2025-01-12 15:27:00,P000022,M001,61.68,False,,4.137,O009
2025-01-21 11:07:00,P000022,M016,56.19,True,Burr,3.734,O005
2025-01-31 03:06:00,P000022,M003,58.55,True,,3.843,O009
2025-02-03 06:31:00,P000023,M003,24.59,True,Surface,1.013,O008
2025-01-13 17:19:00,P000023,M009,22.17,False,,0.939,O004
2025-01-19 16:09:00,P000023,M008,22.34,False,,0.846,O008
2025-02-01 19:31:00,P000023,M013,23.58,False,,0.94,O002
2025-02-01 03:12:00,P000023,M010,20.37,False,,0.889,O001
2025-02-07 09:54:00,P000023,M007,21.33,,,0.932,O002
2025-01-25 10:23:00,P000024,M009,35.16,False,,2.054,O005
2025-02-07 14:27:00,P000024,M019,29.39,False,,1.493,O003
2025-01-10 21:37:00,P000024,M016,33.39,False,,1.917,O001
2025-02-01 10:37:00,P000024,M009,35.36,True,Warp,1.804,O002
2025-02-01 14:47:00,P000024,M010,32.54,False,,1.878,O009
2025-01-23 07:53:00,P000024,M015,30.05,False,,1.601,O008
2025-01-31 13:22:00,P000024,M004,34.36,False,,1.875,O009
2025-01-24 12:25:00,P000025,M003,53.28,False,,,O008
2025-01-11 03:07:00,P000025,M010,41.6,True,Burr,2.749,O008
2025-02-02 09:21:00,P000025,M015,71.29,False,,5.116,O005
2025-01-27 22:32:00,P000025,M007,58.34,False,,3.687,O004
2025-01-13 17:29:00,P000025,M019,50.28,False,,3.399,O002
2025-01-16 18:49:00,P000025,M017,51.72,False,,3.629,O005
2025-01-26 16:43:00,P000025,M005,66.36,True,,5.024,O010
2025-01-23 01:21:00,P000025,M004,57.39,False,,4.007,O006
2025-02-01 23:49:00,P000026,M016,26.48,False,,1.012,O007
2025-01-11 11:07:00,P000026,M006,23.02,False,,0.834,O001
2025-02-01 17:03:00,P000026,M015,23.13,False,,,O007
2025-01-24 01:48:00,P000026,M005,23.34,False,,0.952,O007
2025-01-25 23:41:00,P000026,M013,26.62,False,,0.999,O006
2025-01-15 20:03:00,P000026,M011,23.98,False,,0.904,O001
2025-01-25 02:29:00,P000026,M011,21.05,False,,0.795,O007
2025-01-15 19:07:00,P000026,M007,24.09,False,,0.88,O001
2025-01-21 20:34:00,P000027,M012,42.24,False,,2.5,O002
2025-01-28 05:09:00,P000027,M013,36.27,False,,1.975,O010
2025-01-13 19:26:00,P000027,M012,38.35,False,,2.072,O007
2025-01-22 20:32:00,P000027,M002,37.64,True,Burr,1.964,O005
2025-01-12 16:22:00,P000027,M010,38.03,False,,1.897,O003
2025-01-21 16:19:00,P000027,M009,41.04,False,,2.18,O007
2025-02-02 14:06:00,P000027,M011,39.28,False,,1.97,O004
2025-01-27 07:47:00,P000027,M014,36.09,True,Dimensional,2.071,O001
2025-02-04 13:16:00,P000027,M018,36.27,False,,2.014,O004
2025-01-12 14:02:00,P000028,M014,14.99,,,0.425,O008
2025-02-07 07:39:00,P000028,M005,13.42,True,Dimensional,0.41,O005
2025-01-12 13:29:00,P000028,M018,15.05,False,,0.463,O003
2025-01-18 02:31:00,P000028,M016,14.7,False,,0.429,O007
2025-01-25 23:22:00,P000028,M010,15.14,False,,0.426,O005
2025-01-21 23:20:00,P000028,M009,14.82,False,,0.424,O007
2025-01-24 00:35:00,P000029,M016,12.48,False,,0.387,O009
2025-01-28 06:45:00,P000029,M004,11.02,False,,0.324,O003
2025-02-08 14:33:00,P000029,M006,12.19,False,,0.385,O002
2025-01-19 19:03:00,P000029,M017,13.54,False,,0.387,O008
2025-02-04 09:10:00,P000029,M008,11.44,False,,0.367,O008
2025-01-25 11:32:00,P000029,M015,12.13,False,,0.346,O007
2025-01-16 16:28:00,P000029,M018,12.65,False,,0.371,O004
2025-01-21 10:36:00,P000029,M003,10.25,False,,0.311,O003
2025-02-04 15:09:00,P000030,M003,42.99,False,,2.397,O006
2025-01-21 05:11:00,P000030,M012,44.29,True,,2.581,O005
2025-01-19 12:47:00,P000030,M001,43.19,False,,2.365,O007
2025-01-27 18:09:00,P000030,M014,40.55,True,Warp,2.39,O009
2025-01-27 11:38:00,P000030,M009,44.48,False,,2.455,O006
2025-01-13 03:47:00,P000030,M016,41.72,False,,2.351,O005
2025-02-05 11:16:00,P000030,M012,40.44,False,,2.428,O003
2025-02-02 05:50:00,P000030,M017,39.31,False,,2.291,O004
2025-01-14 13:08:00,P000030,M009,42.76,False,,2.386,O004
2025-01-27 20:02:00,P000030,M013,40.1,False,,2.24,O008
2025-01-24 12:48:00,P000031,M001,22.69,False,,0.868,O003
2025-01-11 19:13:00,P000031,M014,25.33,False,,1.073,O008
2025-02-06 01:21:00,P000031,M016,22.0,False,,0.868,O001
2025-01-13 15:53:00,P000031,M013,25.88,False,,0.946,O009
2025-01-31 15:20:00,P000031,M015,24.92,True,Burr,1.004,O004
2025-01-20 12:26:00,P000031,M005,23.8,False,,0.974,O003
2025-02-03 02:33:00,P000031,M004,22.77,True,Burr,0.943,O008
2025-02-04 10:23:00,P000031,M002,23.89,False,,1.003,O001
2025-01-16 01:14:00,P000031,M008,22.96,False,,0.899,O010
2025-01-12 01:03:00,P000031,M010,25.26,True,Surface,0.94,O003
2025-02-03 08:59:00,P000031,M014,24.57,False,,0.949,O002
2025-01-13 12:50:00,P000032,M010,34.63,False,,2.027,O009
2025-02-05 20:40:00,P000032,M007,33.06,True,Surface,1.725,O007
2025-01-20 12:12:00,P000032,M020,34.03,False,,1.943,O001
2025-01-10 19:25:00,P000032,M018,32.56,True,Dimensional,1.613,O005
2025-01-23 00:18:00,P000032,M011,34.71,False,,1.947,O004
2025-01-31 23:09:00,P000032,M017,36.61,,,2.104,O004
2025-01-11 15:58:00,P000033,M014,35.42,False,,2.031,O005
2025-01-12 20:24:00,P000033,M001,30.92,False,,1.673,O004
2025-02-02 00:17:00,P000033,M014,33.62,False,,1.726,O002
2025-01-22 00:59:00,P000033,M008,31.54,False,,1.723,O007
2025-01-27 04:22:00,P000033,M008,29.88,False,,1.694,O008
2025-01-11 21:14:00,P000033,M011,32.47,False,,1.887,O007
2025-01-26 19:44:00,P000033,M013,27.62,False,,1.503,O004
2025-01-10 15:22:00,P000033,M010,31.18,False,,1.728,O009
2025-01-19 16:09:00,P000034,M016,40.85,False,,2.457,O004
2025-01-24 12:28:00,P000034,M007,40.65,False,,2.061,O004
2025-01-31 12:01:00,P000034,M008,38.72,True,Surface,2.325,O005
2025-01-15 07:03:00,P000034,M020,39.47,False,,2.237,O008
2025-02-07 02:23:00,P000034,M006,43.26,False,,2.524,O004
2025-02-01 09:48:00,P000034,M014,40.97,False,,2.107,O001
2025-01-28 05:45:00,P000035,M002,44.79,False,,2.302,O004
2025-01-11 09:48:00,P000035,M020,47.28,False,,2.345,O003
2025-01-29 05:42:00,P000035,M002,40.34,False,,,O001
2025-01-18 17:05:00,P000035,M013,51.18,True,Surface,2.87,O008
2025-01-15 11:39:00,P000035,M003,42.69,False,,2.399,O003
2025-01-25 07:37:00,P000035,M007,40.94,,,2.173,O003
2025-01-31 14:45:00,P000035,M002,46.56,False,,2.45,O005
2025-01-27 08:22:00,P000036,M011,25.39,False,,1.337,O008
2025-01-18 00:52:00,P000036,M004,27.99,False,,1.211,O001
2025-01-13 21:27:00,P000036,M009,28.56,False,,1.3,
2025-01-26 07:53:00,P000036,M014,26.9,False,,1.272,O002
2025-02-04 20:54:00,P000036,M007,27.25,False,,1.395,O007
2025-01-26 13:32:00,P000036,M010,26.0,False,,1.198,O007
2025-01-14 07:51:00,P000036,M002,23.19,False,,1.186,O008
2025-01-19 05:46:00,P000036,M012,28.18,False,,1.224,O009
2025-01-30 15:31:00,P000036,M007,25.89,True,Surface,1.145,O006
2025-01-31 22:19:00,P000036,M001,27.51,False,,1.354,O007
2025-01-21 14:53:00,P000036,M013,26.33,True,Dimensional,1.309,O001
2025-01-31 10:52:00,P000037,M003,8.0,False,,0.231,O001
2025-01-22 00:43:00,P000037,M007,9.99,False,,0.283,O002
2025-02-06 21:29:00,P000037,M011,10.8,False,,0.323,O006
2025-01-22 17:26:00,P000037,M011,10.83,False,,0.338,O010
2025-01-12 07:36:00,P000037,M009,9.75,False,,0.283,O006
2025-01-23 20:50:00,P000038,M001,36.2,True,Burr,1.896,O010
2025-01-11 10:29:00,P000038,M008,33.11,False,,1.82,O002
2025-01-31 23:01:00,P000038,M015,31.65,True,Surface,1.65,O007
2025-01-29 21:36:00,P000038,M016,31.54,False,,1.817,O003
2025-02-01 22:21:00,P000038,M006,32.29,False,,1.818,O001
2025-01-24 03:18:00,P000038,M005,34.25,,,1.808,O010
2025-01-21 01:55:00,P000038,M011,29.87,False,,1.663,O006
2025-01-31 07:17:00,P000038,M012,30.03,False,,1.683,O010
2025-01-13 22:18:00,P000038,M017,36.6,True,Dimensional,1.977,O004
2025-01-21 14:07:00,P000039,M014,12.97,False,,0.374,O002
2025-02-08 21:28:00,P000039,M002,12.54,False,,0.395,O008
2025-02-04 11:34:00,P000039,M018,11.67,,,0.351,O006
2025-01-17 15:31:00,P000039,M014,11.73,False,,0.349,O002
2025-01-13 14:49:00,P000039,M009,12.02,False,,0.384,O010
2025-01-14 03:50:00,P000039,M007,11.34,False,,0.324,O002
2025-01-29 11:54:00,P000039,M016,11.21,False,,0.344,O008
2025-01-20 23:48:00,P000040,M005,21.1,True,Dimensional,0.916,O007
2025-02-07 13:32:00,P000040,M008,21.31,True,Burr,0.881,O009
2025-01-23 17:02:00,P000040,M010,21.94,False,,0.798,O005
2025-02-05 03:11:00,P000040,M009,19.24,False,,0.73,O006
2025-01-21 21:29:00,P000040,M009,20.48,False,,0.808,O004
2025-01-30 07:56:00,P000040,M008,20.67,False,,0.844,O003
2025-01-21 11:58:00,P000040,M008,22.45,False,,0.958,O003
2025-02-05 15:38:00,P000041,M007,29.69,False,,1.476,O006
2025-01-13 06:47:00,P000041,M013,29.96,False,,1.539,O005
2025-01-21 12:38:00,P000041,M017,27.47,False,,1.484,O009
2025-01-20 20:43:00,P000041,M004,27.18,False,,1.372,O008
2025-01-12 00:26:00,P000041,M004,28.26,True,Dimensional,1.504,O001
2025-01-20 20:26:00,P000041,M015,27.31,False,,1.548,O006
2025-01-12 04:05:00,P000041,M010,26.7,False,,1.577,O004
2025-01-15 18:12:00,P000041,M002,31.21,False,,1.597,O004
2025-02-06 15:53:00,P000041,M019,26.89,False,,1.6,O004
2025-01-27 06:34:00,P000042,M017,26.51,False,,1.541,O003
2025-01-30 18:33:00,P000042,M020,33.89,False,,1.945,O005
2025-01-10 14:55:00,P000042,M004,33.1,False,,1.721,O010
2025-02-07 13:08:00,P000042,M012,32.01,,,1.764,O004
2025-01-12 00:54:00,P000042,M012,34.38,False,,2.022,O006
2025-01-16 18:24:00,P000042,M002,29.39,True,Surface,1.493,O004
2025-02-06 14:43:00,P000043,M007,13.12,True,Surface,0.357,O001
2025-01-28 22:43:00,P000043,M012,14.15,False,,0.404,O003
2025-02-07 14:18:00,P000043,M010,11.66,False,,0.368,O002
2025-01-19 14:10:00,P000043,M002,13.61,False,,0.442,O008
2025-02-04 06:36:00,P000043,M016,10.95,False,,0.318,O002
2025-01-14 22:44:00,P000044,M013,33.87,True,Warp,2.0,O009
2025-02-08 10:09:00,P000044,M018,27.87,False,,1.551,O002
2025-02-09 01:18:00,P000044,M006,28.49,False,,1.541,O007
2025-01-22 16:11:00,P000044,M014,29.46,False,,1.652,O005
2025-01-24 07:58:00,P000044,M014,32.91,False,,1.872,O001
2025-01-24 13:10:00,P000044,M019,33.08,False,,1.75,O006
2025-01-29 04:17:00,P000044,M014,35.74,False,,1.865,O001
2025-01-26 21:20:00,P000044,M007,29.01,False,,1.583,O007
2025-01-28 18:20:00,P000044,M007,29.72,False,,1.737,O001
2025-01-30 02:13:00,P000044,M006,38.18,False,,2.195,O007
2025-01-15 12:00:00,P000044,M003,32.14,False,,1.69,O007
2025-01-31 07:25:00,P000045,M006,41.18,False,,2.062,O003
2025-01-11 00:12:00,P000045,M002,45.32,False,,2.703,O009
2025-01-16 19:38:00,P000045,M013,40.01,False,,2.032,O002
2025-02-05 09:43:00,P000045,M020,41.46,False,,2.223,O006
2025-02-02 07:00:00,P000045,M006,40.11,True,,2.126,O003
2025-01-23 05:26:00,P000045,M006,44.77,True,Warp,2.51,O009
2025-01-13 09:17:00,P000045,M004,41.92,False,,2.124,O007
2025-02-01 15:46:00,P000045,M007,41.37,False,,2.203,O005
2025-01-16 02:20:00,P000045,M002,42.38,False,,2.455,O008
2025-01-24 15:32:00,P000045,M002,43.36,False,,2.411,O010
2025-01-14 06:15:00,P000046,M020,18.59,False,,0.551,O003
2025-02-08 11:24:00,P000046,M008,18.77,False,,0.611,O010
2025-01-28 17:48:00,P000046,M020,16.52,False,,0.458,O004
2025-01-31 20:35:00,P000046,M006,15.81,False,,0.465,O010
2025-01-20 06:15:00,P000046,M002,17.57,False,,0.546,O007
2025-02-02 21:40:00,P000046,M006,17.21,False,,0.511,O007
2025-01-26 16:21:00,P000046,M004,14.13,False,,0.413,O003
2025-01-21 13:51:00,P000046,M007,15.81,False,,0.491,O001
2025-02-04 22:13:00,P000046,M002,16.18,False,,0.479,O006
2025-01-15 16:35:00,P000046,M013,16.34,False,,0.472,O010
2025-01-31 01:46:00,P000046,M018,16.48,False,,0.467,O005
2025-01-24 08:38:00,P000047,M019,38.03,False,,2.173,O004
2025-01-29 17:01:00,P000047,M013,40.03,False,,2.025,O006
2025-01-30 16:00:00,P000047,M017,36.06,True,Warp,2.157,
2025-01-11 09:31:00,P000047,M001,39.09,False,,2.16,O010
2025-02-01 14:39:00,P000047,M015,39.58,False,,1.977,O004
2025-01-30 16:02:00,P000047,M020,36.82,False,,2.227,O008
2025-01-18 12:08:00,P000047,M016,32.14,False,,1.678,O007
2025-01-15 04:57:00,P000047,M003,40.24,False,,2.009,O003
2025-01-26 15:39:00,P000047,M014,36.64,False,,1.843,O006
2025-01-14 12:10:00,P000047,M015,43.17,,,2.577,O009
2025-02-02 13:13:00,P000047,M002,35.59,False,,,O001
2025-01-14 01:49:00,P000048,M011,50.12,False,,3.562,O009
2025-01-13 23:20:00,P000048,M002,47.1,True,Dimensional,3.123,O009
2025-02-09 00:58:00,P000048,M005,46.26,False,,3.34,O001
2025-01-13 08:30:00,P000048,M020,39.35,True,Warp,2.805,
2025-01-16 07:45:00,P000048,M016,45.1,False,,3.135,O005
2025-01-17 20:20:00,P000048,M008,44.43,True,Surface,2.978,O002
2025-02-07 02:46:00,P000048,M009,52.27,True,Surface,3.508,O003
2025-01-31 02:30:00,P000049,M005,22.44,False,,0.916,O005
2025-02-02 04:33:00,P000049,M016,21.1,False,,0.928,O004
2025-02-06 06:29:00,P000049,M009,19.93,False,,0.873,O010
2025-02-02 08:41:00,P000049,M008,20.18,False,,0.761,O006
2025-01-27 06:36:00,P000049,M002,21.3,False,,0.799,O004
2025-01-18 14:53:00,P000049,M013,18.95,False,,0.795,O003
2025-02-08 07:18:00,P000049,M009,20.37,False,,0.79,O006
